redis-1  | 1:C 17 May 2026 20:12:23.170 # WARNING Memory overcommit must be enabled! Without it, a background save or replication may fail under low memory condition. Being disabled, it can also cause failures without low memory condition, see https://github.com/jemalloc/jemalloc/issues/1328. To fix this issue add 'vm.overcommit_memory = 1' to /etc/sysctl.conf and then reboot or run the command 'sysctl vm.overcommit_memory=1' for this to take effect.
db-1     | 2026-05-19 10:36:50.388 UTC [25] LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.209 s, sync=0.003 s, total=1.222 s; sync files=11, longest=0.002 s, average=0.001 s; distance=37 kB, estimate=67 kB; lsn=0/1E0B6F8, redo lsn=0/1E0B6C0
db-1     | 2026-05-19 10:56:49.724 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 10:56:50.445 UTC [25] LOG:  checkpoint complete: wrote 8 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.706 s, sync=0.005 s, total=0.722 s; sync files=7, longest=0.003 s, average=0.001 s; distance=23 kB, estimate=63 kB; lsn=0/1E11570, redo lsn=0/1E11538
db-1     | 2026-05-19 11:06:49.569 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 11:06:50.791 UTC [25] LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.208 s, sync=0.004 s, total=1.222 s; sync files=12, longest=0.003 s, average=0.001 s; distance=52 kB, estimate=62 kB; lsn=0/1E1E6D0, redo lsn=0/1E1E698
db-1     | 2026-05-19 11:11:49.881 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 11:11:50.399 UTC [25] LOG:  checkpoint complete: wrote 6 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.505 s, sync=0.003 s, total=0.518 s; sync files=5, longest=0.003 s, average=0.001 s; distance=21 kB, estimate=58 kB; lsn=0/1E23DD8, redo lsn=0/1E23DA0
db-1     | 2026-05-19 11:16:49.486 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 11:16:50.105 UTC [25] LOG:  checkpoint complete: wrote 7 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.606 s, sync=0.004 s, total=0.619 s; sync files=7, longest=0.003 s, average=0.001 s; distance=23 kB, estimate=54 kB; lsn=0/1E29C50, redo lsn=0/1E29C18
db-1     | 2026-05-19 11:31:49.384 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 11:31:51.212 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.812 s, sync=0.003 s, total=1.829 s; sync files=17, longest=0.002 s, average=0.001 s; distance=77 kB, estimate=77 kB; lsn=0/1E3D2C8, redo lsn=0/1E3D290
db-1     | 2026-05-19 11:41:49.369 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 11:41:50.190 UTC [25] LOG:  checkpoint complete: wrote 9 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.807 s, sync=0.004 s, total=0.821 s; sync files=8, longest=0.003 s, average=0.001 s; distance=23 kB, estimate=72 kB; lsn=0/1E43260, redo lsn=0/1E43228
db-1     | 2026-05-19 12:06:49.622 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 12:06:50.041 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.406 s, sync=0.004 s, total=0.420 s; sync files=5, longest=0.003 s, average=0.001 s; distance=23 kB, estimate=67 kB; lsn=0/1E49120, redo lsn=0/1E490E8
db-1     | 2026-05-19 12:16:49.190 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 12:16:50.212 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.008 s, sync=0.003 s, total=1.022 s; sync files=11, longest=0.002 s, average=0.001 s; distance=49 kB, estimate=65 kB; lsn=0/1E555E0, redo lsn=0/1E555A8
db-1     | 2026-05-19 12:31:49.413 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 12:31:51.036 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.611 s, sync=0.004 s, total=1.624 s; sync files=17, longest=0.003 s, average=0.001 s; distance=61 kB, estimate=65 kB; lsn=0/1E64CA8, redo lsn=0/1E64C70
db-1     | 2026-05-19 12:51:49.195 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 12:51:50.819 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.609 s, sync=0.005 s, total=1.624 s; sync files=17, longest=0.003 s, average=0.001 s; distance=69 kB, estimate=69 kB; lsn=0/1E762F0, redo lsn=0/1E762B8
db-1     | 2026-05-19 13:16:50.217 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:16:52.745 UTC [25] LOG:  checkpoint complete: wrote 26 buffers (0.2%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.514 s, sync=0.004 s, total=2.529 s; sync files=21, longest=0.003 s, average=0.001 s; distance=115 kB, estimate=115 kB; lsn=0/1E932E8, redo lsn=0/1E932B0
db-1     | 2026-05-19 13:21:50.798 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:21:51.819 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.007 s, sync=0.005 s, total=1.022 s; sync files=8, longest=0.003 s, average=0.001 s; distance=69 kB, estimate=111 kB; lsn=0/1EA4978, redo lsn=0/1EA4940
db-1     | 2026-05-19 13:26:50.894 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:26:52.520 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.611 s, sync=0.005 s, total=1.627 s; sync files=17, longest=0.003 s, average=0.001 s; distance=63 kB, estimate=106 kB; lsn=0/1EB47F0, redo lsn=0/1EB47B8
db-1     | 2026-05-19 13:31:50.621 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:31:51.755 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.117 s, sync=0.004 s, total=1.135 s; sync files=11, longest=0.003 s, average=0.001 s; distance=30 kB, estimate=98 kB; lsn=0/1EBC0D8, redo lsn=0/1EBC0A0
db-1     | 2026-05-19 13:36:50.814 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:36:51.845 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.011 s, sync=0.004 s, total=1.031 s; sync files=10, longest=0.003 s, average=0.001 s; distance=31 kB, estimate=92 kB; lsn=0/1EC3F00, redo lsn=0/1EC3EC8
db-1     | 2026-05-19 13:41:50.926 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:41:51.947 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.008 s, sync=0.003 s, total=1.021 s; sync files=10, longest=0.002 s, average=0.001 s; distance=32 kB, estimate=86 kB; lsn=0/1ECBFE8, redo lsn=0/1ECBFB0
db-1     | 2026-05-19 13:51:51.026 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:51:51.444 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.405 s, sync=0.004 s, total=0.419 s; sync files=5, longest=0.003 s, average=0.001 s; distance=17 kB, estimate=79 kB; lsn=0/1ED05F8, redo lsn=0/1ED05C0
db-1     | 2026-05-19 13:56:51.543 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 13:56:53.180 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.616 s, sync=0.007 s, total=1.638 s; sync files=17, longest=0.005 s, average=0.001 s; distance=65 kB, estimate=77 kB; lsn=0/1EE0A80, redo lsn=0/1EE0A48
db-1     | 2026-05-19 14:06:51.284 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:06:51.704 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.405 s, sync=0.004 s, total=0.420 s; sync files=5, longest=0.003 s, average=0.001 s; distance=17 kB, estimate=71 kB; lsn=0/1EE51A0, redo lsn=0/1EE5168
db-1     | 2026-05-19 14:11:51.782 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:11:52.803 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.008 s, sync=0.004 s, total=1.022 s; sync files=10, longest=0.002 s, average=0.001 s; distance=32 kB, estimate=67 kB; lsn=0/1EED3A0, redo lsn=0/1EED368
db-1     | 2026-05-19 14:16:51.901 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:16:53.726 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.812 s, sync=0.004 s, total=1.826 s; sync files=17, longest=0.002 s, average=0.001 s; distance=82 kB, estimate=82 kB; lsn=0/1F01D00, redo lsn=0/1F01CC8
db-1     | 2026-05-19 14:21:51.782 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:21:52.704 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.908 s, sync=0.003 s, total=0.922 s; sync files=10, longest=0.002 s, average=0.001 s; distance=32 kB, estimate=77 kB; lsn=0/1F09FF0, redo lsn=0/1F09FB8
db-1     | 2026-05-19 14:26:51.798 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:26:53.021 UTC [25] LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.209 s, sync=0.004 s, total=1.224 s; sync files=12, longest=0.003 s, average=0.001 s; distance=68 kB, estimate=76 kB; lsn=0/1F1B3B8, redo lsn=0/1F1B380
db-1     | 2026-05-19 14:31:51.110 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:31:52.131 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.008 s, sync=0.003 s, total=1.021 s; sync files=10, longest=0.002 s, average=0.001 s; distance=36 kB, estimate=72 kB; lsn=0/1F24588, redo lsn=0/1F24550
db-1     | 2026-05-19 14:36:51.225 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:36:52.854 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.611 s, sync=0.005 s, total=1.629 s; sync files=17, longest=0.003 s, average=0.001 s; distance=68 kB, estimate=72 kB; lsn=0/1F356B0, redo lsn=0/1F35678
db-1     | 2026-05-19 14:41:51.941 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:41:52.357 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.405 s, sync=0.004 s, total=0.417 s; sync files=5, longest=0.003 s, average=0.001 s; distance=20 kB, estimate=66 kB; lsn=0/1F3A778, redo lsn=0/1F3A740
db-1     | 2026-05-19 14:46:51.428 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:46:52.350 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.908 s, sync=0.003 s, total=0.922 s; sync files=10, longest=0.002 s, average=0.001 s; distance=35 kB, estimate=63 kB; lsn=0/1F43470, redo lsn=0/1F43438
db-1     | 2026-05-19 14:51:51.438 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 14:51:51.855 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.405 s, sync=0.003 s, total=0.418 s; sync files=5, longest=0.003 s, average=0.001 s; distance=20 kB, estimate=59 kB; lsn=0/1F48838, redo lsn=0/1F48800
db-1     | 2026-05-19 15:01:52.008 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 15:01:52.931 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.909 s, sync=0.004 s, total=0.923 s; sync files=10, longest=0.002 s, average=0.001 s; distance=29 kB, estimate=56 kB; lsn=0/1F4FDA8, redo lsn=0/1F4FD70
db-1     | 2026-05-19 15:06:53.019 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 15:06:53.941 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.908 s, sync=0.004 s, total=0.922 s; sync files=10, longest=0.003 s, average=0.001 s; distance=30 kB, estimate=53 kB; lsn=0/1F575B8, redo lsn=0/1F57580
db-1     | 2026-05-19 15:11:53.998 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 15:11:54.920 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.909 s, sync=0.003 s, total=0.922 s; sync files=10, longest=0.002 s, average=0.001 s; distance=30 kB, estimate=51 kB; lsn=0/1F5EF30, redo lsn=0/1F5EEF8
db-1     | 2026-05-19 15:16:53.998 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 15:16:54.420 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.406 s, sync=0.004 s, total=0.422 s; sync files=5, longest=0.003 s, average=0.001 s; distance=20 kB, estimate=48 kB; lsn=0/1F64250, redo lsn=0/1F64218
db-1     | 2026-05-19 15:26:53.585 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 15:26:54.814 UTC [25] LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.213 s, sync=0.004 s, total=1.230 s; sync files=13, longest=0.002 s, average=0.001 s; distance=64 kB, estimate=64 kB; lsn=0/1F74500, redo lsn=0/1F744C8
db-1     | 2026-05-19 15:31:53.900 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 15:31:55.531 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.617 s, sync=0.004 s, total=1.631 s; sync files=16, longest=0.003 s, average=0.001 s; distance=79 kB, estimate=79 kB; lsn=0/1F88230, redo lsn=0/1F881F8
db-1     | 2026-05-19 16:41:54.646 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-19 16:41:55.067 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.406 s, sync=0.003 s, total=0.421 s; sync files=5, longest=0.002 s, average=0.001 s; distance=21 kB, estimate=73 kB; lsn=0/1F8D7A0, redo lsn=0/1F8D768
db-1     | 2026-05-20 05:22:04.752 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 05:22:05.676 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.909 s, sync=0.004 s, total=0.925 s; sync files=10, longest=0.002 s, average=0.001 s; distance=31 kB, estimate=69 kB; lsn=0/1F95430, redo lsn=0/1F953F8
db-1     | 2026-05-20 05:27:04.745 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 05:27:05.769 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.009 s, sync=0.005 s, total=1.025 s; sync files=11, longest=0.003 s, average=0.001 s; distance=30 kB, estimate=65 kB; lsn=0/1F9CEC0, redo lsn=0/1F9CE88
db-1     | 2026-05-20 06:37:05.749 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 06:37:07.397 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.613 s, sync=0.013 s, total=1.649 s; sync files=17, longest=0.010 s, average=0.001 s; distance=70 kB, estimate=70 kB; lsn=0/1FAEA68, redo lsn=0/1FAEA30
db-1     | 2026-05-20 07:02:05.764 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 07:02:06.884 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.108 s, sync=0.003 s, total=1.121 s; sync files=12, longest=0.002 s, average=0.001 s; distance=66 kB, estimate=70 kB; lsn=0/1FBF370, redo lsn=0/1FBF338
db-1     | 2026-05-20 07:07:05.940 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 07:07:07.675 UTC [25] LOG:  checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.715 s, sync=0.006 s, total=1.736 s; sync files=18, longest=0.003 s, average=0.001 s; distance=77 kB, estimate=77 kB; lsn=0/1FD2AC0, redo lsn=0/1FD2A88
db-1     | 2026-05-20 07:57:06.318 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 07:57:06.745 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.414 s, sync=0.004 s, total=0.427 s; sync files=5, longest=0.003 s, average=0.001 s; distance=22 kB, estimate=72 kB; lsn=0/1FD8680, redo lsn=0/1FD8648
db-1     | 2026-05-20 08:27:07.150 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 08:27:08.832 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.622 s, sync=0.028 s, total=1.682 s; sync files=17, longest=0.021 s, average=0.002 s; distance=72 kB, estimate=72 kB; lsn=0/1FEAA60, redo lsn=0/1FEAA28
db-1     | 2026-05-20 08:42:07.998 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 08:42:09.024 UTC [25] LOG:  checkpoint complete: wrote 11 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.010 s, sync=0.004 s, total=1.026 s; sync files=10, longest=0.002 s, average=0.001 s; distance=42 kB, estimate=69 kB; lsn=0/1FF5290, redo lsn=0/1FF5258
db-1     | 2026-05-20 08:52:07.170 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 08:52:07.599 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.410 s, sync=0.005 s, total=0.429 s; sync files=5, longest=0.004 s, average=0.001 s; distance=23 kB, estimate=65 kB; lsn=0/1FFB270, redo lsn=0/1FFB238
db-1     | 2026-05-20 09:02:07.700 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 09:02:08.125 UTC [25] LOG:  checkpoint complete: wrote 5 buffers (0.0%); 0 WAL file(s) added, 0 removed, 1 recycled; write=0.406 s, sync=0.005 s, total=0.426 s; sync files=5, longest=0.004 s, average=0.001 s; distance=24 kB, estimate=61 kB; lsn=0/2001308, redo lsn=0/2001298
db-1     | 2026-05-20 09:07:07.199 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 09:07:09.230 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=2.004 s, sync=0.010 s, total=2.031 s; sync files=19, longest=0.006 s, average=0.001 s; distance=77 kB, estimate=77 kB; lsn=0/20146D0, redo lsn=0/2014698
db-1     | 2026-05-20 09:17:07.340 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 09:17:08.269 UTC [25] LOG:  checkpoint complete: wrote 10 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=0.909 s, sync=0.005 s, total=0.930 s; sync files=10, longest=0.003 s, average=0.001 s; distance=34 kB, estimate=72 kB; lsn=0/201D110, redo lsn=0/201D0D8
db-1     | 2026-05-20 09:22:07.334 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 09:22:08.574 UTC [25] LOG:  checkpoint complete: wrote 13 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.212 s, sync=0.007 s, total=1.241 s; sync files=12, longest=0.006 s, average=0.001 s; distance=46 kB, estimate=70 kB; lsn=0/20289F0, redo lsn=0/20289B8
db-1     | 2026-05-20 09:52:07.892 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 09:52:09.522 UTC [25] LOG:  checkpoint complete: wrote 17 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.610 s, sync=0.003 s, total=1.631 s; sync files=17, longest=0.002 s, average=0.001 s; distance=70 kB, estimate=70 kB; lsn=0/203A358, redo lsn=0/203A320
db-1     | 2026-05-20 09:57:07.614 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 09:57:09.450 UTC [25] LOG:  checkpoint complete: wrote 19 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.816 s, sync=0.005 s, total=1.836 s; sync files=17, longest=0.002 s, average=0.001 s; distance=81 kB, estimate=81 kB; lsn=0/204E8D0, redo lsn=0/204E898
db-1     | 2026-05-20 10:02:07.494 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 10:02:09.021 UTC [25] LOG:  checkpoint complete: wrote 16 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.512 s, sync=0.005 s, total=1.527 s; sync files=15, longest=0.003 s, average=0.001 s; distance=79 kB, estimate=81 kB; lsn=0/2062660, redo lsn=0/2062628
db-1     | 2026-05-20 10:07:07.036 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 10:07:08.169 UTC [25] LOG:  checkpoint complete: wrote 12 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.109 s, sync=0.007 s, total=1.133 s; sync files=10, longest=0.005 s, average=0.001 s; distance=58 kB, estimate=78 kB; lsn=0/2076B28, redo lsn=0/2071100
db-1     | 2026-05-20 10:22:07.328 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 10:22:09.054 UTC [25] LOG:  checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.712 s, sync=0.004 s, total=1.727 s; sync files=17, longest=0.003 s, average=0.001 s; distance=78 kB, estimate=78 kB; lsn=0/2084C28, redo lsn=0/2084BF0
db-1     | 2026-05-20 11:12:07.695 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 11:12:09.422 UTC [25] LOG:  checkpoint complete: wrote 18 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.712 s, sync=0.005 s, total=1.728 s; sync files=17, longest=0.003 s, average=0.001 s; distance=81 kB, estimate=81 kB; lsn=0/20991C0, redo lsn=0/2099188
db-1     | 2026-05-20 11:32:07.694 UTC [25] LOG:  checkpoint starting: time
db-1     | 2026-05-20 11:32:09.022 UTC [25] LOG:  checkpoint complete: wrote 14 buffers (0.1%); 0 WAL file(s) added, 0 removed, 0 recycled; write=1.310 s, sync=0.005 s, total=1.329 s; sync files=14, longest=0.004 s, average=0.001 s; distance=72 kB, estimate=80 kB; lsn=0/20AB580, redo lsn=0/20AB548
db-1     | 2026-05-20 11:42:07.150 UTC [25] LOG:  checkpoint starting: time
